exon_index	sstart	send	pident	length	bitscore	evalue	methods	subject_mid
10	25358	25322	85.0	20	20.7	3.8	blastn,tblastx	25338.0
10	47690	47672	83.333	24	23.6	0.95	blastn,tblastx	47676.5
10	50496	50540	81.481	27	23.6	1.2	blastn,tblastx	50517.5
10	75264	75226	86.957	23	25.9	0.43	blastn,tblastx	75235.0
10	87468	87448	82.759	29	25.9	0.52	blastn,tblastx	87447.5
10	111246	111228	76.923	39	25.1	0.67	blastn,tblastx	111236.75
11	4640	4660	83.333	19	18.4	5.2	blastn,tblastx	4646.5
11	11968	12018	71.429	35	19.2	5.2	blastn,tblastx	11989.0
11	17352	17353	100.0	131	197.0	4.01e-53	blastn,tblastx	17352.0
11	47610	47590	83.333	19	17.7	7.2	blastn,tblastx	47599.5
11	87889	87938	85.185	27	25.9	0.52	blastn,tblastx	87917.5
11	90754	90818	70.833	48	21.4	2.8	blastn,tblastx	90782.0
12	17962	17964	100.0	110	166.0	7.81e-44	blastn,tblastx	17962.5
12	46090	46109	80.0	25	23.1	0.071	blastn,tblastx	46088.0
12	60466	60485	83.333	24	24.4	0.52	blastn,tblastx	60466.5
12	64746	64708	80.0	32	20.3	0.71	blastn,tblastx	64721.5
12	72980	73006	84.211	24	19.2	9.1	blastn,tblastx	72993.0
12	81958	81914	74.194	31	21.7	0.083	blastn,tblastx	81935.75
12	84478	84424	70.213	47	23.1	0.083	blastn,tblastx	84460.5
12	100470	100433	84.211	20	19.9	5.5	blastn,tblastx	100451.75
13	12880	12844	85.0	20	20.7	7.1	blastn,tblastx	12863.25
13	18276	18386	100.0	112	169.0	1.02e-44	blastn,tblastx	18330.5
13	19251	19225	76.0	25	20.8	0.56	blastn,tblastx	19241.25
13	25936	25893	85.0	23	20.7	7.4	blastn,tblastx	25914.5
13	67313	67364	73.684	38	20.7	4.4	blastn,tblastx	67329.5
14	18784	18785	100.0	122	184.0	3.87e-49	blastn,tblastx	18784.5
14	66424	66408	79.31	29	24.4	0.92	blastn,tblastx	66412.0
14	89594	89548	81.818	24	20.7	4.7	blastn,tblastx	89571.0
14	108519	108478	79.167	24	18.5	3.4	blastn,tblastx	108496.0
14	111890	111898	77.5	40	25.9	0.28	blastn,tblastx	111900.0
15	15658	15712	78.261	29	17.7	8.8	blastn,tblastx	15685.25
15	19654	19776	100.0	124	187.0	5.04e-50	blastn,tblastx	19714.5
15	42460	42516	76.471	34	22.2	2.3	blastn,tblastx	42493.75
15	42612	42647	83.333	29	18.4	4.7	blastn,tblastx	42629.75
15	67632	67616	79.167	24	21.2	0.5	blastn,tblastx	67631.5
16	22248	22248	100.0	81	123.0	4.76e-31	blastn,tblastx	22248.0
16	41539	41578	80.0	20	18.7	3.8	blastn,tblastx	41558.5
16	50812	50761	71.154	52	24.4	0.96	blastn,tblastx	50786.5
17	2346	2380	83.333	18	18.4	3.5	blastn,tblastx	2363.0
17	5683	5664	80.952	21	18.4	6.6	blastn,tblastx	5677.0
17	22481	22482	100.0	110	166.0	7.81e-44	blastn,tblastx	22481.5
17	56480	56527	71.429	35	19.9	3.5	blastn,tblastx	56501.0
18	23160	23161	100.0	202	303.0	1.19e-84	blastn,tblastx	23160.5
18	48578	48502	81.818	44	22.6	0.49	blastn,tblastx	48533.0
18	79534	79456	79.412	42	26.6	0.19	blastn,tblastx	79503.0
18	104871	104836	84.211	19	21.2	1.3	blastn,tblastx	104853.25
19	24377	24489	100.0	115	173.0	4.82e-46	blastn,tblastx	24433.0
20	25474	25605	100.0	132	198.0	1.45e-53	blastn,tblastx	25539.5
20	55330	55282	76.667	30	19.9	4.4	blastn,tblastx	55313.5
20	56564	56584	70.732	41	19.2	5.2	blastn,tblastx	56574.0
21	25717	25797	100.0	81	123.0	4.76e-31	blastn,tblastx	25757.0
21	102914	102952	80.0	32	18.9	2.0	blastn,tblastx	102933.0
22	26296	26298	100.0	137	206.0	8.73e-56	blastn,tblastx	26297.0
23	24450	24492	85.714	21	28.6	0.004	blastn,tblastx	24474.0
23	27743	27780	84.211	31	19.9	2.5	blastn,tblastx	27763.0
23	33000	33138	100.0	140	210.0	4.09e-57	blastn,tblastx	33069.5
23	35908	35888	84.211	20	19.9	8.4	blastn,tblastx	35892.0
23	111596	111630	83.333	18	21.7	0.48	blastn,tblastx	111618.5
23	112002	112022	75.758	33	18.4	6.1	blastn,tblastx	112022.5
23	114759	114722	83.333	19	19.4	2.4	blastn,tblastx	114741.75
24	17270	17254	86.364	22	22.9	2.0	blastn,tblastx	17274.0
24	33512	33513	100.0	115	173.0	4.82e-46	blastn,tblastx	33513.0
24	48694	48740	73.171	41	20.7	0.83	blastn,tblastx	48724.0
24	57163	57121	80.0	22	17.7	4.0	blastn,tblastx	57142.0
25	35054	35054	100.0	120	181.0	2.97e-48	blastn,tblastx	35053.5
26	35548	35641	100.0	94	142.0	9.03e-37	blastn,tblastx	35594.5
26	47210	47175	83.333	19	17.7	6.0	blastn,tblastx	47201.0
26	103890	103908	85.714	21	21.4	3.4	blastn,tblastx	103899.0
26	112230	112247	75.0	28	18.9	8.5	blastn,tblastx	112248.5
27	35992	35994	100.0	65	99.4	4.78e-24	blastn,tblastx	35993.0
27	69278	69250	80.952	25	22.1	0.74	blastn,tblastx	69264.0
28	7692	7710	82.609	23	22.2	1.8	blastn,tblastx	7701.25
28	37116	37218	100.0	103	155.0	9.74e-41	blastn,tblastx	37167.0
28	75413	75434	80.0	20	19.3	1.2	blastn,tblastx	75415.0
28	77277	77236	77.143	35	23.6	0.6	blastn,tblastx	77254.0
28	80492	80454	77.778	27	22.2	2.2	blastn,tblastx	80473.25
29	32270	32214	70.588	51	19.9	6.0	blastn,tblastx	32241.5
29	37674	37676	100.0	110	166.0	7.81e-44	blastn,tblastx	37675.5
29	79938	79988	72.34	47	22.9	0.28	blastn,tblastx	79967.0
30	22704	22760	66.667	57	19.9	1.4	blastn,tblastx	22732.0
30	38090	38092	100.0	124	187.0	5.04e-50	blastn,tblastx	38090.5
31	38900	39010	100.0	111	167.0	2.82e-44	blastn,tblastx	38955.0
32	25275	25316	78.261	23	18.0	4.7	blastn,tblastx	25295.5
32	39241	39331	100.0	92	139.0	6.85e-36	blastn,tblastx	39285.5
33	40354	40549	100.0	198	297.0	7.14e-83	blastn,tblastx	40451.5
33	99406	99418	69.388	49	21.4	8.5	blastn,tblastx	99412.0
33	103671	103714	83.333	24	22.2	0.65	blastn,tblastx	103694.5
33	114521	114560	75.0	32	20.7	5.9	blastn,tblastx	114540.75
34	2297	2317	88.0	25	27.4	0.099	blastn,tblastx	2319.0
34	8729	8772	83.333	35	18.4	8.8	blastn,tblastx	8750.75
34	41886	42003	100.0	120	181.0	2.97e-48	blastn,tblastx	41944.5
35	43160	43288	100.0	129	194.0	3.08e-52	blastn,tblastx	43224.0
35	102404	102447	85.714	22	22.9	0.28	blastn,tblastx	102419.0
35	114401	114465	68.056	72	22.9	3.2	blastn,tblastx	114444.5
36	10700	10684	81.818	22	21.7	1.2	blastn,tblastx	10691.5
36	23545	23574	84.211	25	19.2	8.0	blastn,tblastx	23563.0
36	49570	49713	100.0	144	216.0	6.89e-59	blastn,tblastx	49641.5
36	56713	56760	76.667	30	21.4	7.7	blastn,tblastx	56738.5
36	87168	87216	79.487	39	31.1	0.004	blastn,tblastx	87189.75
37	51629	51630	100.0	246	368.0	3.11e-104	blastn,tblastx	51629.5
37	114664	114606	76.316	38	25.1	0.41	blastn,tblastx	114644.0
38	58992	59109	100.0	120	181.0	2.97e-48	blastn,tblastx	59050.5
39	64882	64882	100.0	120	181.0	2.97e-48	blastn,tblastx	64882.5
40	81642	81642	100.0	213	319.0	1.52e-89	blastn,tblastx	81642.0
41	93862	93862	100.0	72	109.0	4.14e-27	blastn,tblastx	93862.5
42	113285	113286	100.0	100	151.0	2.05e-39	blastn,tblastx	113285.5
43	113858	113788	69.737	76	27.4	0.014	blastn,tblastx	113823.5
43	114066	114066	72.84	81	44.4	6.32e-07	blastn,tblastx	114066.5
43	114202	114202	100.0	164	246.0	9.21e-68	blastn,tblastx	114202.5
43	114300	114318	67.544	114	30.3	0.019	blastn,tblastx	114324.0
